animal,measurement,feed_type,side,measurement_type
NA,23.2,saline_two,NA,sucrose_consumption
NA,12.8,saline_two,NA,sucrose_consumption
NA,23.8,saline_two,NA,sucrose_consumption
NA,16.1,saline_two,NA,sucrose_consumption
NA,14,saline_two,NA,sucrose_consumption
NA,10,saline_two,NA,sucrose_consumption
NA,5.3,saline_two,NA,sucrose_consumption
NA,18.4,saline_two,NA,sucrose_consumption
NA,23.2,saline_two,NA,sucrose_consumption
NA,20.4,saline_two,NA,sucrose_consumption
NA,10.1,saline_two,NA,sucrose_consumption
NA,18.7,saline_two,NA,sucrose_consumption
NA,25,saline_two,NA,sucrose_consumption
NA,16,saline_two,NA,sucrose_consumption
NA,21.2,saline_two,NA,sucrose_consumption
NA,10.9,saline_two,NA,sucrose_consumption
NA,9.6,saline_two,NA,sucrose_consumption
NA,18.7,saline_two,NA,sucrose_consumption
NA,21.7,saline_two,NA,sucrose_consumption
NA,6.8,saline_two,NA,sucrose_consumption
NA,18.6,saline_two,NA,sucrose_consumption
NA,14.4,saline_two,NA,sucrose_consumption
NA,14.1,saline_two,NA,sucrose_consumption
NA,15.6,saline_two,NA,sucrose_consumption
NA,19.2,saline_two,NA,sucrose_consumption
NA,22.6,saline_two,NA,sucrose_consumption
NA,18.3,saline_two,NA,sucrose_consumption
NA,13.2,saline_two,NA,sucrose_consumption
NA,19,saline_two,NA,sucrose_consumption
NA,12.5,saline_two,NA,sucrose_consumption
NA,20.5,saline_two,NA,sucrose_consumption
NA,9.6,saline_two,NA,sucrose_consumption
NA,11.8,saline_two,NA,sucrose_consumption
NA,17,saline_two,NA,sucrose_consumption
NA,9.4,saline_two,NA,sucrose_consumption
NA,15.4,saline_two,NA,sucrose_consumption
NA,11.4,saline_two,NA,sucrose_consumption
NA,20.5,saline_two,NA,sucrose_consumption
NA,16,saline_two,NA,sucrose_consumption
NA,15.7,saline_two,NA,sucrose_consumption
NA,13.7,saline_two,NA,sucrose_consumption
NA,10.5,saline_two,NA,sucrose_consumption
NA,21.3,saline_two,NA,sucrose_consumption
NA,14.2,saline_two,NA,sucrose_consumption
NA,8,saline_two,NA,sucrose_consumption
NA,16.2,saline_two,NA,sucrose_consumption
NA,14.2,saline_two,NA,sucrose_consumption
NA,14.7,saline_two,NA,sucrose_consumption
NA,13.9,saline_two,NA,sucrose_consumption
NA,11,saline_two,NA,sucrose_consumption
NA,17.2,saline_two,NA,sucrose_consumption
NA,19.7,saline_two,NA,sucrose_consumption
NA,4,saline_two,NA,sucrose_consumption
NA,19.5,saline_two,NA,sucrose_consumption
NA,21.3,saline_two,NA,sucrose_consumption
NA,24,saline_two,NA,sucrose_consumption
NA,19.7,saline_two,NA,sucrose_consumption
NA,21.1,saline_two,NA,sucrose_consumption
NA,20.1,saline_two,NA,sucrose_consumption
NA,4.4,saline_two,NA,sucrose_consumption
NA,15.3,saline_two,NA,sucrose_consumption
NA,18.2,saline_two,NA,sucrose_consumption
NA,22,saline_two,NA,sucrose_consumption
NA,9.4,saline_two,NA,sucrose_consumption
NA,11.4,saline_two,NA,sucrose_consumption
NA,7.1,saline_two,NA,sucrose_consumption
NA,2.3,saline_two,NA,sucrose_consumption
NA,16.6,saline_two,NA,sucrose_consumption
NA,18.4,saline_two,NA,sucrose_consumption
NA,13.5,saline_two,NA,sucrose_consumption
NA,17.4,saline_two,NA,sucrose_consumption
NA,15.3,saline_two,NA,sucrose_consumption
NA,6.8,saline_two,NA,sucrose_consumption
NA,11.3,saline_two,NA,sucrose_consumption
NA,18.5,saline_two,NA,sucrose_consumption
NA,22.8,saline_two,NA,sucrose_consumption
NA,14.7,saline_two,NA,sucrose_consumption
NA,3.3,saline_two,NA,sucrose_consumption
NA,17.9,saline_two,NA,sucrose_consumption
NA,6.5,saline_two,NA,sucrose_consumption
NA,3.6,saline_two,NA,sucrose_consumption
NA,17.9,saline_two,NA,sucrose_consumption
NA,12.5,saline_two,NA,sucrose_consumption
NA,13.9,saline_two,NA,sucrose_consumption
NA,18.1,saline_two,NA,sucrose_consumption
NA,7.3,saline_two,NA,sucrose_consumption
NA,8.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,3.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,22.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,17.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,21.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,25.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,3.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,30.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,25.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,9.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,7.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,4.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,16.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,8.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,20.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,17.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,22.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,30.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,21.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,24.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,18.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,27.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,2.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,9.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,19,parglyine_w_yohimbine,NA,sucrose_consumption
NA,23.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,13.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,16.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,21.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,5.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,19.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,7.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,20.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,8.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,34.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,18.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,4.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,27,parglyine_w_yohimbine,NA,sucrose_consumption
NA,27.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,28.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,16.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,3.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14,parglyine_w_yohimbine,NA,sucrose_consumption
NA,3.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,20.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,13.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,24.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,16.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,17.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,7.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,8.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,2.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,18.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,13.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,17.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,31.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,21,parglyine_w_yohimbine,NA,sucrose_consumption
NA,17.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,18.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,5.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,8.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,17.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,20.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,21.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,20.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,13.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,7.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,8.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,14.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,16.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,25,parglyine_w_yohimbine,NA,sucrose_consumption
NA,5.2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,11.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,0.7,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10,parglyine_w_yohimbine,NA,sucrose_consumption
NA,2.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,2,parglyine_w_yohimbine,NA,sucrose_consumption
NA,10.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,9.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,15,parglyine_w_yohimbine,NA,sucrose_consumption
NA,2.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,18.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,8.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,6.9,parglyine_w_yohimbine,NA,sucrose_consumption
NA,31.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,26.6,parglyine_w_yohimbine,NA,sucrose_consumption
NA,19.1,parglyine_w_yohimbine,NA,sucrose_consumption
NA,6.4,parglyine_w_yohimbine,NA,sucrose_consumption
NA,12.8,parglyine_w_yohimbine,NA,sucrose_consumption
NA,13.3,parglyine_w_yohimbine,NA,sucrose_consumption
NA,28.5,parglyine_w_yohimbine,NA,sucrose_consumption
NA,9.3,parglyine_w_yohimbine,NA,sucrose_consumption
1,11.5,NA,Left,creatine_phosphate
2,3.6,NA,Left,creatine_phosphate
3,12.5,NA,Left,creatine_phosphate
4,6.3,NA,Left,creatine_phosphate
5,15.2,NA,Left,creatine_phosphate
6,8.1,NA,Left,creatine_phosphate
7,16.6,NA,Left,creatine_phosphate
8,13.1,NA,Left,creatine_phosphate
1,16.3,NA,Right,creatine_phosphate
2,4.8,NA,Right,creatine_phosphate
3,10.9,NA,Right,creatine_phosphate
4,14.2,NA,Right,creatine_phosphate
5,16.3,NA,Right,creatine_phosphate
6,9.9,NA,Right,creatine_phosphate
7,29.2,NA,Right,creatine_phosphate
8,22.4,NA,Right,creatine_phosphate
NA,23.28,feeding_type_1,NA,sucrose_consumption
NA,25.2,feeding_type_1,NA,sucrose_consumption
NA,26.86,feeding_type_1,NA,sucrose_consumption
NA,29.59,feeding_type_1,NA,sucrose_consumption
NA,18.05,feeding_type_1,NA,sucrose_consumption
NA,14.17,feeding_type_1,NA,sucrose_consumption
NA,34.38,feeding_type_1,NA,sucrose_consumption
NA,20.71,feeding_type_1,NA,sucrose_consumption
NA,32.55,feeding_type_1,NA,sucrose_consumption
NA,19.62,feeding_type_1,NA,sucrose_consumption
NA,27.82,feeding_type_1,NA,sucrose_consumption
NA,30.71,feeding_type_1,NA,sucrose_consumption
NA,26.06,feeding_type_1,NA,sucrose_consumption
NA,29.49,feeding_type_1,NA,sucrose_consumption
NA,40.67,feeding_type_1,NA,sucrose_consumption
NA,18.43,feeding_type_1,NA,sucrose_consumption
NA,18.09,feeding_type_1,NA,sucrose_consumption
NA,35.55,feeding_type_1,NA,sucrose_consumption
NA,23.46,feeding_type_1,NA,sucrose_consumption
NA,18.73,feeding_type_1,NA,sucrose_consumption
NA,28.59,feeding_type_1,NA,sucrose_consumption
NA,17.65,feeding_type_1,NA,sucrose_consumption
NA,28.85,feeding_type_1,NA,sucrose_consumption
NA,13.7,feeding_type_1,NA,sucrose_consumption
NA,32.38,feeding_type_1,NA,sucrose_consumption
NA,23.31,feeding_type_1,NA,sucrose_consumption
NA,26.01,feeding_type_1,NA,sucrose_consumption
NA,17.11,feeding_type_1,NA,sucrose_consumption
NA,35.98,feeding_type_1,NA,sucrose_consumption
NA,13.13,feeding_type_1,NA,sucrose_consumption
NA,29.97,feeding_type_1,NA,sucrose_consumption
NA,17.96,feeding_type_1,NA,sucrose_consumption
NA,32.11,feeding_type_1,NA,sucrose_consumption
NA,30.03,feeding_type_1,NA,sucrose_consumption
NA,21.28,feeding_type_1,NA,sucrose_consumption
NA,24.74,feeding_type_1,NA,sucrose_consumption
NA,21.74,feeding_type_1,NA,sucrose_consumption
NA,31.47,feeding_type_1,NA,sucrose_consumption
NA,27.03,feeding_type_1,NA,sucrose_consumption
NA,20.76,feeding_type_1,NA,sucrose_consumption
NA,40.29,feeding_type_1,NA,sucrose_consumption
NA,29.38,feeding_type_1,NA,sucrose_consumption
NA,22.22,feeding_type_1,NA,sucrose_consumption
NA,17.77,feeding_type_1,NA,sucrose_consumption
NA,24.76,feeding_type_1,NA,sucrose_consumption
NA,18.32,feeding_type_1,NA,sucrose_consumption
NA,18.43,feeding_type_1,NA,sucrose_consumption
NA,13.98,feeding_type_1,NA,sucrose_consumption
NA,38.73,feeding_type_1,NA,sucrose_consumption
NA,16.67,feeding_type_1,NA,sucrose_consumption
NA,38.3,feeding_type_1,NA,sucrose_consumption
NA,30.62,feeding_type_1,NA,sucrose_consumption
NA,11.11,feeding_type_1,NA,sucrose_consumption
NA,25.18,feeding_type_1,NA,sucrose_consumption
NA,20.46,feeding_type_1,NA,sucrose_consumption
NA,16.84,feeding_type_1,NA,sucrose_consumption
NA,31.78,feeding_type_1,NA,sucrose_consumption
NA,28.71,feeding_type_1,NA,sucrose_consumption
NA,24.95,feeding_type_1,NA,sucrose_consumption
NA,33.94,feeding_type_1,NA,sucrose_consumption
NA,25.06,feeding_type_1,NA,sucrose_consumption
NA,28.66,feeding_type_1,NA,sucrose_consumption
NA,26.81,feeding_type_1,NA,sucrose_consumption
NA,30.17,feeding_type_1,NA,sucrose_consumption
NA,27.73,feeding_type_1,NA,sucrose_consumption
NA,28.14,feeding_type_1,NA,sucrose_consumption
NA,11.78,feeding_type_2,NA,sucrose_consumption
NA,42.7,feeding_type_2,NA,sucrose_consumption
NA,43.33,feeding_type_2,NA,sucrose_consumption
NA,13.11,feeding_type_2,NA,sucrose_consumption
NA,46.58,feeding_type_2,NA,sucrose_consumption
NA,42.02,feeding_type_2,NA,sucrose_consumption
NA,48.2,feeding_type_2,NA,sucrose_consumption
NA,14.88,feeding_type_2,NA,sucrose_consumption
NA,16.3,feeding_type_2,NA,sucrose_consumption
NA,21.13,feeding_type_2,NA,sucrose_consumption
NA,2.46,feeding_type_2,NA,sucrose_consumption
NA,21.17,feeding_type_2,NA,sucrose_consumption
NA,23.87,feeding_type_2,NA,sucrose_consumption
NA,24.15,feeding_type_2,NA,sucrose_consumption
NA,30.71,feeding_type_2,NA,sucrose_consumption
NA,31.64,feeding_type_2,NA,sucrose_consumption
NA,20.64,feeding_type_2,NA,sucrose_consumption
NA,28.4,feeding_type_2,NA,sucrose_consumption
NA,13.06,feeding_type_2,NA,sucrose_consumption
NA,25.09,feeding_type_2,NA,sucrose_consumption
NA,16.08,feeding_type_2,NA,sucrose_consumption
NA,14.99,feeding_type_2,NA,sucrose_consumption
NA,47.98,feeding_type_2,NA,sucrose_consumption
NA,29.43,feeding_type_2,NA,sucrose_consumption
NA,7.16,feeding_type_2,NA,sucrose_consumption
NA,46.36,feeding_type_2,NA,sucrose_consumption
NA,44.17,feeding_type_2,NA,sucrose_consumption
NA,16.08,feeding_type_2,NA,sucrose_consumption
NA,32.89,feeding_type_2,NA,sucrose_consumption
NA,13.98,feeding_type_2,NA,sucrose_consumption
NA,32.61,feeding_type_2,NA,sucrose_consumption
NA,29.75,feeding_type_2,NA,sucrose_consumption
NA,14.6,feeding_type_2,NA,sucrose_consumption
NA,0.6,feeding_type_2,NA,sucrose_consumption
NA,20.16,feeding_type_2,NA,sucrose_consumption
NA,13.01,feeding_type_2,NA,sucrose_consumption
NA,43.84,feeding_type_2,NA,sucrose_consumption
NA,32.85,feeding_type_2,NA,sucrose_consumption
NA,14.51,feeding_type_2,NA,sucrose_consumption
NA,21.68,feeding_type_2,NA,sucrose_consumption
NA,32.47,feeding_type_2,NA,sucrose_consumption
NA,27.73,feeding_type_2,NA,sucrose_consumption
NA,38.38,feeding_type_2,NA,sucrose_consumption
NA,46.15,feeding_type_2,NA,sucrose_consumption
NA,25.45,feeding_type_2,NA,sucrose_consumption
NA,9.44,feeding_type_2,NA,sucrose_consumption
NA,41.76,feeding_type_2,NA,sucrose_consumption
NA,45.03,feeding_type_2,NA,sucrose_consumption
NA,43.15,feeding_type_2,NA,sucrose_consumption
NA,14.72,feeding_type_2,NA,sucrose_consumption
NA,25.86,feeding_type_2,NA,sucrose_consumption
NA,2.37,feeding_type_2,NA,sucrose_consumption
NA,15.88,feeding_type_2,NA,sucrose_consumption
NA,23.49,feeding_type_2,NA,sucrose_consumption
NA,24.39,feeding_type_2,NA,sucrose_consumption
NA,41.78,feeding_type_2,NA,sucrose_consumption
NA,21.92,feeding_type_2,NA,sucrose_consumption
NA,29.05,feeding_type_2,NA,sucrose_consumption
NA,8.7,feeding_type_2,NA,sucrose_consumption
NA,39.48,feeding_type_2,NA,sucrose_consumption
